Year;River Segments;Migracion (m/year);Periodo;Zone
1987-1992;21;9.4944;Minimal mining;A2
1987-1992;21;9.171;Minimal mining;A2
1987-1992;21;9.0736;Minimal mining;A2
1987-1992;21;9.287;Minimal mining;A2
1987-1992;21;13.225;Minimal mining;A2
1987-1992;21;15.2192;Minimal mining;A2
1987-1992;21;8.874;Minimal mining;A2
1987-1992;21;6.6584;Minimal mining;A2
1987-1992;21;3.5278;Minimal mining;A2
1987-1992;21;1.8988;Minimal mining;A2
1987-1992;21;5.7374;Minimal mining;A2
1987-1992;21;19.1908;Minimal mining;A2
1987-1992;21;20.3916;Minimal mining;A2
1987-1992;21;9.1074;Minimal mining;A2
1987-1992;21;7.921;Minimal mining;A2
1987-1992;21;6.5576;Minimal mining;A2
1987-1992;21;6.038;Minimal mining;A2
1987-1992;21;6.3642;Minimal mining;A2
1987-1992;21;7.2606;Minimal mining;A2
1987-1992;21;8.2566;Minimal mining;A2
1987-1992;21;8.6786;Minimal mining;A2
1987-1992;21;8.6234;Minimal mining;A2
1987-1992;21;8.2194;Minimal mining;A2
1987-1992;21;7.6344;Minimal mining;A2
1987-1992;21;7.1718;Minimal mining;A2
1987-1992;21;4.5886;Minimal mining;A2
1992-1996;21;2.1668;Minimal mining;A2
1992-1996;21;2.2728;Minimal mining;A2
1992-1996;21;2.2753;Minimal mining;A2
1992-1996;21;2.3105;Minimal mining;A2
1992-1996;21;2.4113;Minimal mining;A2
1992-1996;21;2.5538;Minimal mining;A2
1992-1996;21;2.5983;Minimal mining;A2
1992-1996;21;2.7718;Minimal mining;A2
1992-1996;21;2.8793;Minimal mining;A2
1992-1996;21;2.9138;Minimal mining;A2
1992-1996;21;3.1755;Minimal mining;A2
1992-1996;21;3.3643;Minimal mining;A2
1992-1996;21;3.5868;Minimal mining;A2
1992-1996;21;3.588;Minimal mining;A2
1992-1996;21;3.6135;Minimal mining;A2
1992-1996;21;3.6148;Minimal mining;A2
1992-1996;21;3.6778;Minimal mining;A2
1992-1996;21;3.7145;Minimal mining;A2
1992-1996;21;3.761;Minimal mining;A2
1992-1996;21;3.9415;Minimal mining;A2
1992-1996;21;4.0755;Minimal mining;A2
1992-1996;21;4.2368;Minimal mining;A2
1992-1996;21;4.4888;Minimal mining;A2
1992-1996;21;4.5238;Minimal mining;A2
1992-1996;21;4.5265;Minimal mining;A2
1992-1996;21;4.605;Minimal mining;A2
1992-1996;21;4.7585;Minimal mining;A2
1992-1996;21;5.003;Minimal mining;A2
1992-1996;21;5.145;Minimal mining;A2
1992-1996;21;5.312;Minimal mining;A2
1992-1996;21;5.3253;Minimal mining;A2
1992-1996;21;5.4948;Minimal mining;A2
1992-1996;21;5.559;Minimal mining;A2
1992-1996;21;5.6078;Minimal mining;A2
1992-1996;21;5.651;Minimal mining;A2
1992-1996;21;5.6735;Minimal mining;A2
1992-1996;21;5.7033;Minimal mining;A2
1992-1996;21;5.7438;Minimal mining;A2
1992-1996;21;5.8743;Minimal mining;A2
1992-1996;21;5.876;Minimal mining;A2
1992-1996;21;5.9513;Minimal mining;A2
1992-1996;21;6.025;Minimal mining;A2
1992-1996;21;6.0878;Minimal mining;A2
1992-1996;21;6.111;Minimal mining;A2
1992-1996;21;6.24;Minimal mining;A2
1992-1996;21;6.2808;Minimal mining;A2
1992-1996;21;6.3288;Minimal mining;A2
1992-1996;21;6.377;Minimal mining;A2
1992-1996;21;6.44;Minimal mining;A2
1992-1996;21;6.4438;Minimal mining;A2
1992-1996;21;6.6283;Minimal mining;A2
1992-1996;21;6.64;Minimal mining;A2
1992-1996;21;6.7783;Minimal mining;A2
1992-1996;21;6.7878;Minimal mining;A2
1992-1996;21;6.821;Minimal mining;A2
1992-1996;21;6.9633;Minimal mining;A2
1992-1996;21;7.0018;Minimal mining;A2
1992-1996;21;7.1805;Minimal mining;A2
1992-1996;21;7.2453;Minimal mining;A2
1992-1996;21;7.306;Minimal mining;A2
1992-1996;21;7.3103;Minimal mining;A2
1992-1996;21;7.3383;Minimal mining;A2
1992-1996;21;7.3743;Minimal mining;A2
1992-1996;21;7.4158;Minimal mining;A2
1992-1996;21;7.4185;Minimal mining;A2
1992-1996;21;7.4383;Minimal mining;A2
1992-1996;21;7.5213;Minimal mining;A2
1992-1996;21;7.5858;Minimal mining;A2
1992-1996;21;7.5873;Minimal mining;A2
1992-1996;21;7.6768;Minimal mining;A2
1992-1996;21;7.679;Minimal mining;A2
1992-1996;21;7.7078;Minimal mining;A2
1992-1996;21;7.7228;Minimal mining;A2
1992-1996;21;7.7823;Minimal mining;A2
1992-1996;21;7.8113;Minimal mining;A2
1992-1996;21;7.9238;Minimal mining;A2
1992-1996;21;7.9608;Minimal mining;A2
1992-1996;21;8.0158;Minimal mining;A2
1992-1996;21;8.0878;Minimal mining;A2
1992-1996;21;8.182;Minimal mining;A2
1992-1996;21;8.1928;Minimal mining;A2
1992-1996;21;8.2908;Minimal mining;A2
1992-1996;21;8.3838;Minimal mining;A2
1992-1996;21;8.6028;Minimal mining;A2
1992-1996;21;8.6113;Minimal mining;A2
1992-1996;21;8.7028;Minimal mining;A2
1992-1996;21;9.1093;Minimal mining;A2
1992-1996;21;9.132;Minimal mining;A2
1992-1996;21;9.378;Minimal mining;A2
1992-1996;21;9.7923;Minimal mining;A2
1992-1996;21;10.0975;Minimal mining;A2
1992-1996;21;10.939;Minimal mining;A2
1992-1996;21;11.1125;Minimal mining;A2
1992-1996;21;12.1563;Minimal mining;A2
1992-1996;21;12.202;Minimal mining;A2
1992-1996;21;12.9983;Minimal mining;A2
1992-1996;21;13.2325;Minimal mining;A2
1992-1996;21;13.3855;Minimal mining;A2
1992-1996;21;13.497;Minimal mining;A2
1992-1996;21;13.6135;Minimal mining;A2
1992-1996;21;14.845;Minimal mining;A2
1992-1996;21;15.5288;Minimal mining;A2
1992-1996;21;16.5693;Minimal mining;A2
1992-1996;21;16.8413;Minimal mining;A2
1992-1996;21;17.2633;Minimal mining;A2
1992-1996;21;17.3568;Minimal mining;A2
1992-1996;21;18.923;Minimal mining;A2
1992-1996;21;19.2388;Minimal mining;A2
1996-2000;21;3.2573;Minimal mining;A2
1996-2000;21;3.808;Minimal mining;A2
1996-2000;21;4.4725;Minimal mining;A2
1996-2000;21;5.17;Minimal mining;A2
1996-2000;21;5.804;Minimal mining;A2
1996-2000;21;6.2755;Minimal mining;A2
1996-2000;21;6.5313;Minimal mining;A2
1996-2000;21;6.6233;Minimal mining;A2
1996-2000;21;6.6495;Minimal mining;A2
1996-2000;21;6.633;Minimal mining;A2
1996-2000;21;6.5438;Minimal mining;A2
1996-2000;21;8.7563;Minimal mining;A2
1996-2000;21;8.6335;Minimal mining;A2
1996-2000;21;8.5163;Minimal mining;A2
1996-2000;21;8.3885;Minimal mining;A2
1996-2000;21;5.069;Minimal mining;A2
1996-2000;21;4.423;Minimal mining;A2
1996-2000;21;3.7565;Minimal mining;A2
1996-2000;21;3.1343;Minimal mining;A2
1996-2000;21;2.6175;Minimal mining;A2
1996-2000;21;2.222;Minimal mining;A2
1996-2000;21;1.967;Minimal mining;A2
1996-2000;21;1.922;Minimal mining;A2
1996-2000;21;2.098;Minimal mining;A2
1996-2000;21;2.4488;Minimal mining;A2
1996-2000;21;2.9068;Minimal mining;A2
1996-2000;21;7.8025;Minimal mining;A2
1996-2000;21;7.6315;Minimal mining;A2
1996-2000;21;7.3893;Minimal mining;A2
1996-2000;21;7.0845;Minimal mining;A2
1996-2000;21;6.772;Minimal mining;A2
1996-2000;21;3.9333;Minimal mining;A2
1996-2000;21;3.7918;Minimal mining;A2
1996-2000;21;3.694;Minimal mining;A2
1996-2000;21;3.6565;Minimal mining;A2
1996-2000;21;13.6433;Minimal mining;A2
1996-2000;21;13.6208;Minimal mining;A2
1996-2000;21;3.6278;Minimal mining;A2
1996-2000;21;3.5928;Minimal mining;A2
1996-2000;21;3.5893;Minimal mining;A2
1996-2000;21;3.6235;Minimal mining;A2
1996-2000;21;6.5913;Minimal mining;A2
1996-2000;21;6.7863;Minimal mining;A2
1996-2000;21;7.053;Minimal mining;A2
1996-2000;21;17.0348;Minimal mining;A2
1996-2000;21;17.222;Minimal mining;A2
1996-2000;21;7.4483;Minimal mining;A2
1996-2000;21;7.4903;Minimal mining;A2
1996-2000;21;2.444;Minimal mining;A2
1996-2000;21;3.1085;Minimal mining;A2
1996-2000;21;7.3683;Minimal mining;A2
1996-2000;21;7.2158;Minimal mining;A2
1996-2000;21;6.9918;Minimal mining;A2
1996-2000;21;6.7075;Minimal mining;A2
1996-2000;21;6.3763;Minimal mining;A2
1996-2000;21;5.9883;Minimal mining;A2
1996-2000;21;5.5425;Minimal mining;A2
1996-2000;21;5.0605;Minimal mining;A2
1996-2000;21;4.5903;Minimal mining;A2
1996-2000;21;7.6605;Minimal mining;A2
1996-2000;21;7.7193;Minimal mining;A2
1996-2000;21;7.7735;Minimal mining;A2
1996-2000;21;3.6778;Minimal mining;A2
1996-2000;21;3.543;Minimal mining;A2
1996-2000;21;3.4583;Minimal mining;A2
1996-2000;21;3.403;Minimal mining;A2
1996-2000;21;3.3558;Minimal mining;A2
1996-2000;21;3.2978;Minimal mining;A2
1996-2000;21;3.2315;Minimal mining;A2
1996-2000;21;3.1728;Minimal mining;A2
1996-2000;21;3.117;Minimal mining;A2
1996-2000;21;3.0443;Minimal mining;A2
1996-2000;21;2.951;Minimal mining;A2
1996-2000;21;2.835;Minimal mining;A2
1996-2000;21;2.7088;Minimal mining;A2
1996-2000;21;2.5973;Minimal mining;A2
1996-2000;21;2.4925;Minimal mining;A2
1996-2000;21;2.379;Minimal mining;A2
1996-2000;21;2.2563;Minimal mining;A2
1996-2000;21;2.1365;Minimal mining;A2
1996-2000;21;2.026;Minimal mining;A2
1996-2000;21;1.9278;Minimal mining;A2
1996-2000;21;1.8423;Minimal mining;A2
1996-2000;21;1.7575;Minimal mining;A2
1996-2000;21;1.6728;Minimal mining;A2
1996-2000;21;1.6118;Minimal mining;A2
1996-2000;21;1.5938;Minimal mining;A2
1996-2000;21;1.6393;Minimal mining;A2
1996-2000;21;1.7753;Minimal mining;A2
1996-2000;21;2.0078;Minimal mining;A2
1996-2000;21;2.336;Minimal mining;A2
1996-2000;21;2.7088;Minimal mining;A2
1996-2000;21;3.0735;Minimal mining;A2
1996-2000;21;3.3635;Minimal mining;A2
1996-2000;21;8.0525;Minimal mining;A2
1996-2000;21;7.6323;Minimal mining;A2
1996-2000;21;7.2093;Minimal mining;A2
1996-2000;21;6.864;Minimal mining;A2
1996-2000;21;3.472;Minimal mining;A2
1996-2000;21;3.417;Minimal mining;A2
1996-2000;21;3.4283;Minimal mining;A2
1996-2000;21;2.4543;Minimal mining;A2
2000-2004;21;17.633;Moderate mining;A2
2000-2004;21;17.2465;Moderate mining;A2
2000-2004;21;17.11;Moderate mining;A2
2000-2004;21;16.892;Moderate mining;A2
2000-2004;21;16.3753;Moderate mining;A2
2000-2004;21;15.7463;Moderate mining;A2
2000-2004;21;15.02;Moderate mining;A2
2000-2004;21;14.1993;Moderate mining;A2
2000-2004;21;14.1875;Moderate mining;A2
2000-2004;21;14.1178;Moderate mining;A2
2000-2004;21;13.7223;Moderate mining;A2
2000-2004;21;13.6118;Moderate mining;A2
2000-2004;21;13.561;Moderate mining;A2
2000-2004;21;13.4565;Moderate mining;A2
2000-2004;21;13.354;Moderate mining;A2
2000-2004;21;13.276;Moderate mining;A2
2000-2004;21;13.2303;Moderate mining;A2
2000-2004;21;12.848;Moderate mining;A2
2000-2004;21;12.5855;Moderate mining;A2
2000-2004;21;12.4;Moderate mining;A2
2000-2004;21;12.3195;Moderate mining;A2
2000-2004;21;12.3035;Moderate mining;A2
2000-2004;21;11.7155;Moderate mining;A2
2000-2004;21;11.3515;Moderate mining;A2
2000-2004;21;11.1915;Moderate mining;A2
2000-2004;21;10.9608;Moderate mining;A2
2000-2004;21;10.8915;Moderate mining;A2
2000-2004;21;10.8168;Moderate mining;A2
2000-2004;21;10.4938;Moderate mining;A2
2000-2004;21;10.4158;Moderate mining;A2
2000-2004;21;10.0993;Moderate mining;A2
2000-2004;21;9.8975;Moderate mining;A2
2000-2004;21;9.8348;Moderate mining;A2
2000-2004;21;9.8205;Moderate mining;A2
2000-2004;21;9.813;Moderate mining;A2
2000-2004;21;9.786;Moderate mining;A2
2000-2004;21;9.7808;Moderate mining;A2
2000-2004;21;9.7648;Moderate mining;A2
2000-2004;21;9.7475;Moderate mining;A2
2000-2004;21;9.741;Moderate mining;A2
2000-2004;21;9.7075;Moderate mining;A2
2000-2004;21;9.6415;Moderate mining;A2
2000-2004;21;9.5823;Moderate mining;A2
2000-2004;21;9.5385;Moderate mining;A2
2000-2004;21;9.4743;Moderate mining;A2
2000-2004;21;9.4018;Moderate mining;A2
2000-2004;21;9.367;Moderate mining;A2
2000-2004;21;8.9458;Moderate mining;A2
2000-2004;21;8.9283;Moderate mining;A2
2000-2004;21;8.8555;Moderate mining;A2
2000-2004;21;8.5385;Moderate mining;A2
2000-2004;21;8.5355;Moderate mining;A2
2000-2004;21;8.4643;Moderate mining;A2
2000-2004;21;8.2208;Moderate mining;A2
2000-2004;21;8.1755;Moderate mining;A2
2000-2004;21;8.1185;Moderate mining;A2
2000-2004;21;8.096;Moderate mining;A2
2000-2004;21;7.874;Moderate mining;A2
2000-2004;21;6.9918;Moderate mining;A2
2000-2004;21;6.8995;Moderate mining;A2
2000-2004;21;6.2518;Moderate mining;A2
2000-2004;21;5.9998;Moderate mining;A2
2000-2004;21;5.1045;Moderate mining;A2
2000-2004;21;5.0395;Moderate mining;A2
2000-2004;21;4.9185;Moderate mining;A2
2000-2004;21;3.4653;Moderate mining;A2
2000-2004;21;3.1673;Moderate mining;A2
2000-2004;21;3.0818;Moderate mining;A2
2000-2004;21;3.0103;Moderate mining;A2
2000-2004;21;2.8728;Moderate mining;A2
2000-2004;21;2.868;Moderate mining;A2
2000-2004;21;2.672;Moderate mining;A2
2000-2004;21;2.436;Moderate mining;A2
2000-2004;21;2.1915;Moderate mining;A2
2000-2004;21;2.117;Moderate mining;A2
2000-2004;21;1.9655;Moderate mining;A2
2000-2004;21;1.7995;Moderate mining;A2
2000-2004;21;1.7755;Moderate mining;A2
2000-2004;21;1.5998;Moderate mining;A2
2000-2004;21;1.5313;Moderate mining;A2
2000-2004;21;1.4185;Moderate mining;A2
2000-2004;21;1.4175;Moderate mining;A2
2000-2004;21;1.2853;Moderate mining;A2
2000-2004;21;1.248;Moderate mining;A2
2000-2004;21;1.2453;Moderate mining;A2
2000-2004;21;1.1118;Moderate mining;A2
2000-2004;21;1.1028;Moderate mining;A2
2000-2004;21;1.06;Moderate mining;A2
2000-2004;21;0.9975;Moderate mining;A2
2000-2004;21;0.9835;Moderate mining;A2
2000-2004;21;0.9813;Moderate mining;A2
2000-2004;21;0.9318;Moderate mining;A2
2000-2004;21;0.9283;Moderate mining;A2
2000-2004;21;0.9048;Moderate mining;A2
2000-2004;21;0.9005;Moderate mining;A2
2000-2004;21;0.893;Moderate mining;A2
2000-2004;21;0.8145;Moderate mining;A2
2000-2004;21;0.6805;Moderate mining;A2
2000-2004;21;0.6803;Moderate mining;A2
2000-2004;21;0.6798;Moderate mining;A2
2000-2004;21;0.537;Moderate mining;A2
2000-2004;21;0.504;Moderate mining;A2
2000-2004;21;0.483;Moderate mining;A2
2000-2004;21;0.3488;Moderate mining;A2
2000-2004;21;0.1918;Moderate mining;A2
2004-2008;21;1.1428;Moderate mining;A2
2004-2008;21;2.313;Moderate mining;A2
2004-2008;21;2.3658;Moderate mining;A2
2004-2008;21;2.4375;Moderate mining;A2
2004-2008;21;2.515;Moderate mining;A2
2004-2008;21;2.603;Moderate mining;A2
2004-2008;21;2.7098;Moderate mining;A2
2004-2008;21;2.83;Moderate mining;A2
2004-2008;21;7.5128;Moderate mining;A2
2004-2008;21;7.4153;Moderate mining;A2
2004-2008;21;7.3005;Moderate mining;A2
2004-2008;21;3.012;Moderate mining;A2
2004-2008;21;2.9875;Moderate mining;A2
2004-2008;21;2.9405;Moderate mining;A2
2004-2008;21;7.1263;Moderate mining;A2
2004-2008;21;7.1325;Moderate mining;A2
2004-2008;21;7.1638;Moderate mining;A2
2004-2008;21;3.0493;Moderate mining;A2
2004-2008;21;3.351;Moderate mining;A2
2004-2008;21;3.8005;Moderate mining;A2
2004-2008;21;4.3325;Moderate mining;A2
2004-2008;21;4.8615;Moderate mining;A2
2004-2008;21;5.3168;Moderate mining;A2
2004-2008;21;5.6713;Moderate mining;A2
2004-2008;21;5.923;Moderate mining;A2
2004-2008;21;6.123;Moderate mining;A2
2004-2008;21;6.0415;Moderate mining;A2
2004-2008;21;5.6653;Moderate mining;A2
2004-2008;21;5.2843;Moderate mining;A2
2004-2008;21;4.9183;Moderate mining;A2
2004-2008;21;4.5875;Moderate mining;A2
2004-2008;21;4.3005;Moderate mining;A2
2004-2008;21;7.0565;Moderate mining;A2
2004-2008;21;7.2218;Moderate mining;A2
2004-2008;21;3.917;Moderate mining;A2
2004-2008;21;3.907;Moderate mining;A2
2004-2008;21;7.6843;Moderate mining;A2
2004-2008;21;8.0765;Moderate mining;A2
2004-2008;21;8.5993;Moderate mining;A2
2004-2008;21;4.9543;Moderate mining;A2
2004-2008;21;5.5903;Moderate mining;A2
2004-2008;21;6.2785;Moderate mining;A2
2004-2008;21;6.974;Moderate mining;A2
2004-2008;21;7.6288;Moderate mining;A2
2004-2008;21;8.1923;Moderate mining;A2
2004-2008;21;14.158;Moderate mining;A2
2004-2008;21;14.4818;Moderate mining;A2
2004-2008;21;14.764;Moderate mining;A2
2004-2008;21;14.9635;Moderate mining;A2
2004-2008;21;15.0488;Moderate mining;A2
2004-2008;21;15.0663;Moderate mining;A2
2004-2008;21;7.2305;Moderate mining;A2
2004-2008;21;6.3833;Moderate mining;A2
2004-2008;21;5.6683;Moderate mining;A2
2004-2008;21;5.3618;Moderate mining;A2
2004-2008;21;5.751;Moderate mining;A2
2004-2008;21;6.8205;Moderate mining;A2
2004-2008;21;15.5038;Moderate mining;A2
2004-2008;21;24.742;Moderate mining;A2
2004-2008;21;24.1698;Moderate mining;A2
2004-2008;21;23.276;Moderate mining;A2
2004-2008;21;14.3828;Moderate mining;A2
2004-2008;21;13.2003;Moderate mining;A2
2004-2008;21;11.7485;Moderate mining;A2
2004-2008;21;7.9285;Moderate mining;A2
2004-2008;21;14.224;Moderate mining;A2
2004-2008;21;14.1693;Moderate mining;A2
2004-2008;21;6.3275;Moderate mining;A2
2004-2008;21;5.8875;Moderate mining;A2
2004-2008;21;8.1738;Moderate mining;A2
2004-2008;21;7.7348;Moderate mining;A2
2004-2008;21;4.9948;Moderate mining;A2
2004-2008;21;4.5008;Moderate mining;A2
2004-2008;21;4.1093;Moderate mining;A2
2004-2008;21;3.8483;Moderate mining;A2
2004-2008;21;3.7108;Moderate mining;A2
2004-2008;21;3.6645;Moderate mining;A2
2004-2008;21;3.667;Moderate mining;A2
2004-2008;21;3.6895;Moderate mining;A2
2004-2008;21;3.7175;Moderate mining;A2
2004-2008;21;3.7468;Moderate mining;A2
2004-2008;21;3.779;Moderate mining;A2
2004-2008;21;3.8168;Moderate mining;A2
2004-2008;21;6.3998;Moderate mining;A2
2004-2008;21;6.4083;Moderate mining;A2
2004-2008;21;6.421;Moderate mining;A2
2004-2008;21;6.4353;Moderate mining;A2
2004-2008;21;6.4815;Moderate mining;A2
2004-2008;21;3.7953;Moderate mining;A2
2004-2008;21;4.3988;Moderate mining;A2
2004-2008;21;5.3408;Moderate mining;A2
2004-2008;21;6.5148;Moderate mining;A2
2004-2008;21;8.1185;Moderate mining;A2
2004-2008;21;8.8815;Moderate mining;A2
2004-2008;21;17.0883;Moderate mining;A2
2004-2008;21;17.2798;Moderate mining;A2
2004-2008;21;17.4165;Moderate mining;A2
2004-2008;21;17.5078;Moderate mining;A2
2004-2008;21;17.5675;Moderate mining;A2
2004-2008;21;9.9235;Moderate mining;A2
2004-2008;21;9.4908;Moderate mining;A2
2004-2008;21;8.9485;Moderate mining;A2
2004-2008;21;8.3935;Moderate mining;A2
2004-2008;21;4.2753;Moderate mining;A2
2004-2008;21;2.7488;Moderate mining;A2
2004-2008;21;2.236;Moderate mining;A2
2004-2008;21;3.1625;Moderate mining;A2
2004-2008;21;4.6363;Moderate mining;A2
2004-2008;21;8.096;Moderate mining;A2
2004-2008;21;8.218;Moderate mining;A2
2004-2008;21;8.2005;Moderate mining;A2
2008-2012;21;1.7023;Intensive mining;A2
2008-2012;21;2.6893;Intensive mining;A2
2008-2012;21;2.6253;Intensive mining;A2
2008-2012;21;2.5638;Intensive mining;A2
2008-2012;21;2.5183;Intensive mining;A2
2008-2012;21;2.4995;Intensive mining;A2
2008-2012;21;2.5173;Intensive mining;A2
2008-2012;21;2.5778;Intensive mining;A2
2008-2012;21;2.7048;Intensive mining;A2
2008-2012;21;2.9353;Intensive mining;A2
2008-2012;21;3.2358;Intensive mining;A2
2008-2012;21;3.5498;Intensive mining;A2
2008-2012;21;3.8335;Intensive mining;A2
2008-2012;21;4.0428;Intensive mining;A2
2008-2012;21;12.5705;Intensive mining;A2
2008-2012;21;12.668;Intensive mining;A2
2008-2012;21;4.0705;Intensive mining;A2
2008-2012;21;3.8303;Intensive mining;A2
2008-2012;21;3.4785;Intensive mining;A2
2008-2012;21;3.1098;Intensive mining;A2
2008-2012;21;2.8258;Intensive mining;A2
2008-2012;21;2.752;Intensive mining;A2
2008-2012;21;2.9838;Intensive mining;A2
2008-2012;21;3.5035;Intensive mining;A2
2008-2012;21;4.1938;Intensive mining;A2
2008-2012;21;4.9558;Intensive mining;A2
2008-2012;21;5.7483;Intensive mining;A2
2008-2012;21;6.5668;Intensive mining;A2
2008-2012;21;7.3978;Intensive mining;A2
2008-2012;21;8.2145;Intensive mining;A2
2008-2012;21;8.975;Intensive mining;A2
2008-2012;21;9.6373;Intensive mining;A2
2008-2012;21;11.6383;Intensive mining;A2
2008-2012;21;11.3943;Intensive mining;A2
2008-2012;21;11.0643;Intensive mining;A2
2008-2012;21;10.6695;Intensive mining;A2
2008-2012;21;10.2643;Intensive mining;A2
2008-2012;21;11.1898;Intensive mining;A2
2008-2012;21;11.3155;Intensive mining;A2
2008-2012;21;11.45;Intensive mining;A2
2008-2012;21;11.6033;Intensive mining;A2
2008-2012;21;11.7685;Intensive mining;A2
2008-2012;21;9.6768;Intensive mining;A2
2008-2012;21;9.9298;Intensive mining;A2
2008-2012;21;10.272;Intensive mining;A2
2008-2012;21;10.6853;Intensive mining;A2
2008-2012;21;11.1508;Intensive mining;A2
2008-2012;21;11.6513;Intensive mining;A2
2008-2012;21;12.171;Intensive mining;A2
2008-2012;21;12.7153;Intensive mining;A2
2008-2012;21;13.2605;Intensive mining;A2
2008-2012;21;13.7305;Intensive mining;A2
2008-2012;21;14.0285;Intensive mining;A2
2008-2012;21;9.286;Intensive mining;A2
2008-2012;21;7.8565;Intensive mining;A2
2008-2012;21;6.405;Intensive mining;A2
2008-2012;21;5.112;Intensive mining;A2
2008-2012;21;4.2068;Intensive mining;A2
2008-2012;21;3.9978;Intensive mining;A2
